id_type,price,address,number_of_part,img_link
Vente,60000000,"Mbao, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4349421_uploaded_image1_1692922402.jpg
Location,30000,"Saint Louis, Sénégal",3,https://images.coinafrique.com/thumb_4387389_uploaded_image1_1695407295.jpg
Vente,120000000,"Saly, Sénégal",1,https://images.coinafrique.com/thumb_4386840_uploaded_image1_1695384560.jpg
Location,1400000,"Point E, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4347055_uploaded_image1_1692795567.jpg
Vente,540000000,"Point E, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4346913_uploaded_image1_1692792010.jpg
Vente,150000000,"Saly, Sénégal",6,https://images.coinafrique.com/thumb_4384243_uploaded_image1_1695225469.jpg
Location,900000,"Mamelles, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4348501_uploaded_image1_1692879544.jpg
Location,700000,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_4383389_uploaded_image1_1695169384.jpg
Vente,40000000,"Rufisque, Sénégal",19,https://images.coinafrique.com/thumb_4383208_uploaded_image1_1695157805.jpg
Vente,125000000,"Mbour, Sénégal",3,https://images.coinafrique.com/thumb_4383108_uploaded_image1_1695150385.jpg
Location,1500000,"Ouakam, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4347252_uploaded_image1_1692802506.jpg
Vente,70000000,"Almadies, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4381401_uploaded_image1_1695046222.jpg
Location,2300000,"Ngor, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_4341091_uploaded_image1_1692378666.jpg
Vente,150000000,"Saly, Sénégal",6,https://images.coinafrique.com/thumb_4379479_uploaded_image1_1694881644.jpg
Vente,47000000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_4379234_uploaded_image1_1694866820.jpg
Vente,55000000,"Mbour, Sénégal",4,https://images.coinafrique.com/thumb_4379174_uploaded_image1_1694864656.jpg
Location,900000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4379010_uploaded_image1_1694857162.jpg
Vente,125000000,"Saly, Sénégal",6,https://images.coinafrique.com/thumb_4378577_uploaded_image1_1694811595.jpg
Vente,400000000,"Mamelles, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4378314_uploaded_image1_1694794008.jpg
Location,2700000,"Almadies, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_4337777_uploaded_image1_1692201894.jpg
Location,1500000,"Sicap foire, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_4377564_uploaded_image1_1694741090.jpg
Vente,25000000,"Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4377364_uploaded_image1_1694727104.jpg
Vente,90000000,"Sicap Liberté, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_4337931_uploaded_image1_1692208477.jpg
Location,3800000,"Sacré-Coeur, Dakar, Sénégal",11,https://images.coinafrique.com/thumb_4341198_uploaded_image1_1692383793.jpg
Location,900000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4341102_uploaded_image1_1692379357.jpg
Location,2000000,"Ouakam, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4341090_uploaded_image1_1692378665.jpg
Location,1200000,"Hann Bel-Air, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4337629_uploaded_image1_1692195729.jpg
Vente,65000000,"Keur Massar, Sénégal",6,https://images.coinafrique.com/thumb_4376826_uploaded_image1_1694703385.jpg
Vente,90000000,"Guediawaye, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4376337_uploaded_image1_1694685641.jpg
Vente,35000000,"Keur Massar, Sénégal",4,https://images.coinafrique.com/thumb_4375199_uploaded_image1_1694614105.jpg
Location,300000,"Mbao, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4375181_uploaded_image1_1694613184.jpg
Vente,85000000,"Pikine, Sénégal",7,https://images.coinafrique.com/thumb_4375171_uploaded_image1_1694612223.jpg
Vente,100000,"Dakar Plateau, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4375078_uploaded_image1_1694609176.jpg
Location,2500000,"Almadies, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4338677_uploaded_image1_1692268619.jpg
Location,600000,"Mamelles, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4338665_uploaded_image1_1692268252.jpg
Vente,90000000,"Yoff, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4338162_uploaded_image1_1692221257.jpg
Location,500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4372255_uploaded_image1_1694441454.jpg
Vente,72000000,"Saly, Sénégal",3,https://images.coinafrique.com/thumb_4371865_uploaded_image1_1694424074.jpg
Vente,230000000,"Thies, Sénégal",6,https://images.coinafrique.com/thumb_4338500_uploaded_image1_1692260390.jpg
Location,1500000,"Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4371708_uploaded_image1_1694400618.jpg
Location,700000,"Mamelles, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4371499_uploaded_image1_1694381078.jpg
Vente,110000000,"Parcelle Assainies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4371202_uploaded_image1_1694361396.jpg
Location,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_4334607_uploaded_image1_1692013639.jpg
Vente,150000000,"Saint Louis, Sénégal",14,https://images.coinafrique.com/thumb_4370837_uploaded_image1_1694341904.jpg
Vente,440000000,"Mamelles, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_4334194_uploaded_image1_1691979512.jpg
Vente,300000000,"Mamelles, Dakar, Sénégal",11,https://images.coinafrique.com/thumb_4370640_uploaded_image2_1694313538.jpeg
Location,700000,"Sacré-Coeur, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4370616_uploaded_image1_1694306156.jpg
Vente,250000000,"Mariste, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4334123_uploaded_image1_1691969994.jpg
Vente,400000000,"Rufisque, Sénégal",8,https://images.coinafrique.com/thumb_4370401_uploaded_image1_1694289231.jpg
Vente,115000000,"Thies, Sénégal",4,https://images.coinafrique.com/thumb_4343361_uploaded_image1_1692557414.jpg
Vente,48000000,"Keur Massar, Sénégal",4,https://images.coinafrique.com/thumb_4333685_uploaded_image1_1691942321.jpg
Vente,36499999,"Mbour, Sénégal",5,https://images.coinafrique.com/thumb_4370081_uploaded_image1_1694270011.jpg
Vente,500000000,"Ouakam, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4333485_uploaded_image1_1691931397.jpg
Vente,160000000,"Thies, Sénégal",1,https://images.coinafrique.com/thumb_4335741_uploaded_image1_1692087602.jpg
Location,2500000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4332788_uploaded_image1_1691861020.jpg
Vente,62000000,"Rufisque, Sénégal",5,https://images.coinafrique.com/thumb_4334791_uploaded_image1_1692020561.74.jpeg
Vente,65000000,"Parcelle Assainies, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_4366473_uploaded_image1_1694072407.jpg
Location,3500,"Fann, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4366293_uploaded_image1_1694046459.jpg
Vente,280000000,"Guediawaye, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4366177_uploaded_image1_1694039241.jpg
Location,600000,"Rufisque, Sénégal",5,https://images.coinafrique.com/thumb_4366131_uploaded_image1_1694036644.jpg
Vente,250000000,"Sicap Liberté, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4329923_uploaded_image1_1691674906.jpg
Location,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4329920_uploaded_image1_1691674822.jpg
Vente,180000000,"Mariste, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4365213_uploaded_image1_1693998766.jpg
Vente,50000000,"Keur Massar, Sénégal",5,https://images.coinafrique.com/thumb_4364937_uploaded_image1_1693986307.jpg
Vente,75000000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_4335569_uploaded_image1_1692062890.jpg
Location,900000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4350795_uploaded_image1_1693016448.jpg
Vente,350000000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4330719_uploaded_image1_1691710966.jpg
Vente,48000000,"Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4326240_uploaded_image1_1691450332.jpg
Location,5000000,"Almadies, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4330713_uploaded_image1_1691710149.jpg
Location,3300000,"Fann, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4330710_uploaded_image1_1691709831.jpg
Vente,48000000,"Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4326227_uploaded_image1_1691449728.jpg
Vente,119000000,"Guediawaye, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4328968_uploaded_image1_1691611762.jpg
Vente,349622698,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_4364140_uploaded_image1_1693925650.jpg
Vente,190000000,"Sicap Liberté, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_4327601_uploaded_image1_1691527598.jpg
Vente,100000000,"Parcelle Assainies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4363121_uploaded_image1_1693860397.jpg
Location,1500000,"Ngaparou, Sénégal",1,https://images.coinafrique.com/thumb_4324969_uploaded_image1_1691370803.jpg
Location,70000,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_4362752_uploaded_image1_1693841973.jpg
Location,2000000,"Almadies, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4325824_uploaded_image1_1691427744.jpg
Vente,616000000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4324894_uploaded_image1_1691362340.jpg
Location,1000000,"Yoff, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4321762_uploaded_image1_1691153191.jpg
Location,900000,"Saly, Sénégal",6,https://images.coinafrique.com/thumb_4359650_uploaded_image1_1693602412.jpg
Location,3500000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4359563_uploaded_image1_1693598144.jpg
Vente,115000000,"Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4359507_uploaded_image1_1693594317.jpg
Vente,250000000,"Saly, Sénégal",7,https://images.coinafrique.com/thumb_4359296_uploaded_image1_1693585167.jpg
Location,1300000,"Yoff, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4358999_uploaded_image1_1693573157.jpg
Vente,75000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4358951_uploaded_image1_1693571568.jpg
Location,1200000,"Ngor, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4326705_uploaded_image1_1691489726.jpg
Vente,250000000,"Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4358611_uploaded_image1_1693555321.jpg
Vente,349622698,"Ngaparou, Sénégal",5,https://images.coinafrique.com/thumb_4358259_uploaded_image1_1693521323.jpg
Location,300000,"Mbour, Sénégal",3,https://images.coinafrique.com/thumb_4357910_uploaded_image1_1693499540.jpg
Vente,95000000,"Mbour, Sénégal",8,https://images.coinafrique.com/thumb_4357888_uploaded_image1_1693497927.jpg
Location,2500000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4318309_uploaded_image1_1690974949.jpg
Vente,420000000,"Sicap Liberté, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4321143_uploaded_image1_1691110552.jpg
Vente,220000000,"Sipres, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4316168_uploaded_image1_1690856205.jpg
Vente,160000000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4316170_uploaded_image1_1690856427.jpg
Vente,125000000,"Yoff, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4321123_uploaded_image1_1691109167.jpg
Location,1000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4356820_uploaded_image1_1693432284.jpg
Location,150000,"Ouakam, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4356411_uploaded_image1_1693410896.jpg
Location,3000000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4316968_uploaded_image1_1690896476.jpg
Location,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4320350_uploaded_image1_1691070422.jpg
Location,2500000,"Dakar Plateau, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4319826_uploaded_image1_1691052990.jpg
Location,700000,"Mariste, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4355330_uploaded_image1_1693347350.jpg
Vente,150000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_4354761_uploaded_image1_1693317863.jpg
Location,1000000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4318419_uploaded_image1_1690978089.jpg
Vente,1700000000,"Mbour, Sénégal",17,https://images.coinafrique.com/thumb_4354515_uploaded_image1_1693307579.jpg
Location,349622698,"Sacré-Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4317474_uploaded_image1_1690915752.jpg
Location,1300000,"Yoff, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4352818_uploaded_image1_1693187313.jpg
Vente,280000000,"Dakar, Sénégal",2,https://images.coinafrique.com/thumb_4352687_uploaded_image1_1693173823.jpg
Vente,250000000,"Fann, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4352322_uploaded_image1_1693152432.jpg
Vente,450000000,"Yoff, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4314860_uploaded_image1_1690755353.jpg
Vente,70000000,"Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4351695_uploaded_image1_1693084219.jpg
Vente,225000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4310451_uploaded_image1_1690449212.jpg
Vente,1300000,"Point E, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_4325269_uploaded_image1_1691404370.jpg
Location,2500000,"Almadies, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4325261_uploaded_image1_1691404146.jpg
Vente,180000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4316578_uploaded_image1_1690883409.jpg
Location,349622698,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4349520_uploaded_image1_1692944320.jpg
Vente,115,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_4349053_uploaded_image1_1692901493.jpg
Vente,180000000,"Mamelles, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4311009_uploaded_image1_1690471971.jpg
Location,30000,"Mbao, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4348820_uploaded_image1_1692891199.jpg
Vente,97000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4321761_uploaded_image1_1691153092.jpg
Location,75000,"Ouakam, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4337552_uploaded_image1_1692192697.jpg
Location,900000,"Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4320127_uploaded_image1_1691063976.jpg
Location,1500000,"Sacré-Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4309051_uploaded_image1_1690369208.jpg
Location,3000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4308530_uploaded_image1_1690327644.jpg
Vente,7500000,"Mbour, Sénégal",2,https://images.coinafrique.com/thumb_4347939_uploaded_image1_1692834704.jpg
Vente,150000000,"Ngaparou, Sénégal",8,https://images.coinafrique.com/thumb_4345460_uploaded_image1_1692704435.jpg
Vente,80000000,"Keur Massar, Sénégal",5,https://images.coinafrique.com/thumb_4344942_uploaded_image1_1692658243.jpg
Vente,310000000,"Almadies, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4344557_uploaded_image1_1692638857.jpg
Vente,35000000,"Keur Massar, Sénégal",4,https://images.coinafrique.com/thumb_4344165_uploaded_image1_1692620780.jpg
Vente,480000000,"Mamelles, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4306442_uploaded_image1_1690208207.jpg
Vente,500000000,"Almadies, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4306392_uploaded_image1_1690205581.jpg
Vente,30000000,"Thies, Sénégal",6,https://images.coinafrique.com/thumb_4342583_uploaded_image1_1692477952.jpg
Vente,38000000,"Keur Massar, Sénégal",4,https://images.coinafrique.com/thumb_4301751_uploaded_image1_1689855319.jpg
Location,2500,"Almadies, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4306430_uploaded_image1_1690207447.jpg
Location,349622698,"Mbao, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4340749_uploaded_image2_1692366146.jpeg
Vente,125,"Almadies, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4305795_uploaded_image1_1690165083.jpg
Vente,130,"Ouest Foire, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4305793_uploaded_image1_1690164846.jpg
Vente,170,"Mamelles, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_4305791_uploaded_image1_1690164510.jpg
Vente,400000000,"Mamelles, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4303813_uploaded_image1_1689981143.jpg
Vente,150000000,"Sipres, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4298374_uploaded_image1_1689644708.jpg
Location,2800000,"Almadies, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4302519_uploaded_image1_1689889852.jpg
Location,3500000,"Point E, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4298951_uploaded_image1_1689685367.jpg
Location,1850000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4297138_uploaded_image1_1689554070.jpg
Location,349622698,"Mbour, Sénégal",6,https://images.coinafrique.com/thumb_4300986_uploaded_image1_1689797045.jpg
Vente,600000000,"Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4330567_uploaded_image1_1691701195.jpg
Vente,500000000,"Mbour, Sénégal",4,https://images.coinafrique.com/thumb_4330479_uploaded_image1_1691698023.jpg
Vente,140000000,"Sacré-Coeur, Dakar, Sénégal",12,https://images.coinafrique.com/thumb_4300560_uploaded_image1_1689777764.88.jpeg
Vente,300000000,"Mamelles, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4300492_uploaded_image1_1689774735.jpg
Vente,60000000,"Parcelle Assainies, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_4324309_uploaded_image1_1691324696.jpg
Vente,300000000,"Ngor, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4324288_uploaded_image1_1691323797.jpg
Vente,330000000,"Dakar, Sénégal",15,https://images.coinafrique.com/thumb_4297120_uploaded_image1_1689552803.jpg
Vente,60000000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_4335494_uploaded_image1_1692054033.jpg
Vente,349622698,"Saly, Sénégal",6,https://images.coinafrique.com/thumb_4335045_uploaded_image1_1692030436.jpg
Vente,150000000,"Damel, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_4334829_uploaded_image1_1692021923.jpg
Vente,58000000,"Keur Massar, Sénégal",6,https://images.coinafrique.com/thumb_4334133_uploaded_image1_1691971345.jpg
Vente,13500000,"Touba, Sénégal",4,https://images.coinafrique.com/thumb_4333860_uploaded_image1_1691952463.jpg
Vente,65000000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_4333763_uploaded_image1_1691947457.jpg
Location,2000000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4333504_uploaded_image1_1691932433.jpg
Vente,220000000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4293779_uploaded_image1_1689297032.jpg
Location,1850000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4295891_uploaded_image1_1689447260.jpg
Vente,50000000,"Keur Massar, Sénégal",5,https://images.coinafrique.com/thumb_4331772_uploaded_image1_1691779389.jpg
Location,200000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_4331686_uploaded_image1_1691774420.jpg
Location,500000,"Sipres, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4331553_uploaded_image1_1691765831.jpg
Vente,470000000,"Mamelles, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4291101_uploaded_image1_1689152064.jpg
Location,1200000,"Dakar, Sénégal",9,https://images.coinafrique.com/thumb_4294599_uploaded_image1_1689352491.jpg
Vente,55000000,"Mbao, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4330208_uploaded_image1_1691685712.jpg
Location,1500000,"Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4329905_uploaded_image1_1691673866.jpg
Location,1000000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4329880_uploaded_image1_1691672535.jpg
Location,3000000,"Almadies, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_4289283_uploaded_image1_1689035468.jpg
Location,40000,"Sicap Liberté, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4329092_uploaded_image1_1691618685.jpg
Location,4000000,"Fann, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4290137_uploaded_image1_1689086606.jpg
Location,700000,"Sacré-Coeur, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_4290118_uploaded_image1_1689085891.jpg
Location,150000,"Saly, Sénégal",3,https://images.coinafrique.com/thumb_4328589_uploaded_image1_1691592609.jpg
Vente,465000000,"Mamelles, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4292916_uploaded_image1_1689252890.jpg
Vente,85000000,"Mbao, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4292464_uploaded_image1_1689233734.jpg
Vente,1000000000,"Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4328397_uploaded_image1_1691584121.jpg
Vente,300000000,"Dieuppeul-Derklé, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4289279_uploaded_image1_1689035322.jpg
Vente,75000000,"Ouakam, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4289285_uploaded_image1_1689035840.jpg
Recherche,500000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_4327884_uploaded_image1_1691557767.jpg
Vente,140000000,"Mariste, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4327799_uploaded_image1_1691539303.jpg
Vente,75000000,"Sicap Liberté, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4288895_uploaded_image1_1689011826.jpg
Location,725000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4327710_uploaded_image1_1691534409.jpg
Vente,90000000,"Rufisque, Sénégal",2,https://images.coinafrique.com/thumb_4327434_uploaded_image1_1691520397.jpg
Location,1800000,"Almadies, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_4291844_uploaded_image1_1689179685.jpg
Vente,349622698,"Guediawaye, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_4327303_uploaded_image1_1691513836.jpg
Vente,46000000,"Keur Massar, Sénégal",4,https://images.coinafrique.com/thumb_4327009_uploaded_image1_1691502546.jpg
Vente,120000000,"Mariste, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4326588_uploaded_image1_1691485418.jpg
Vente,115000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_4326430_uploaded_image1_1691474871.jpg
Location,2500000,"Almadies, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_4287292_uploaded_image1_1688899361.jpg
Vente,220000000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4287248_uploaded_image1_1688896332.jpg
Location,400000,"Rufisque, Sénégal",7,https://images.coinafrique.com/thumb_4290320_uploaded_image1_1689093565.jpg
Vente,95000000,"Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4325747_uploaded_image1_1691423456.jpg
Location,300000,"Almadies 2, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4325552_uploaded_image1_1691416535.jpg
Vente,165000000,"Thies, Sénégal",4,https://images.coinafrique.com/thumb_4292490_uploaded_image1_1689235882.jpg
Vente,160000000,"Thies, Sénégal",3,https://images.coinafrique.com/thumb_4292486_uploaded_image1_1689235590.jpg
Vente,150000000,"Almadies 2, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_4324529_uploaded_image1_1691338017.jpg
Vente,20000000,"Malikounda, Sénégal",5,https://images.coinafrique.com/thumb_4324181_uploaded_image1_1691317203.jpg
vente,48000000,"Keur Massar, Sénégal",4,https://images.coinafrique.com/thumb_4323965_uploaded_image1_1691283532.jpg
Location,1000000,"Saint Louis, Sénégal",15,https://images.coinafrique.com/thumb_4323795_uploaded_image1_1691271059.jpg
Location,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4287744_uploaded_image1_1688929083.jpg
Vente,26000000,"Keur Massar, Sénégal",3,https://images.coinafrique.com/thumb_4323456_uploaded_image2_1691248749.jpeg
Location,850000,"Sicap Liberté, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4298832_uploaded_image1_1689681387.jpg
Location,1700000,"Mermoz-Sacré Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4286650_uploaded_image1_1688832742.jpg
Vente,65000000,"Rufisque, Sénégal",8,https://images.coinafrique.com/thumb_4286495_uploaded_image1_1688825172.jpg
Location,3500000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4282294_uploaded_image1_1688575183.jpg
Vente,370000000,"Dakar, Sénégal",2,https://images.coinafrique.com/thumb_4321632_uploaded_image1_1691147801.jpg
Location,1600000,"Mamelles, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4282809_uploaded_image1_1688599866.jpg
Location,2600000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4282816_uploaded_image1_1688600195.jpg
Location,600000,"Diamniadio, Sénégal",4,https://images.coinafrique.com/thumb_4321134_uploaded_image1_1691109975.jpg
Vente,210000000,"Djily MBaye, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4284036_uploaded_image1_1688670683.jpg
Location,650000,"Mamelles, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_4282393_uploaded_image1_1688578488.jpg
Vente,250000000,"Dieuppeul-Derklé, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4286660_uploaded_image1_1688833468.jpg
Vente,300000000,"Dieuppeul-Derklé, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4286483_uploaded_image1_1688824685.jpg
Vente,115000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4320442_uploaded_image1_1691074461.jpg
Location,350000,"Dieuppeul-Derklé, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4320322_uploaded_image1_1691069584.jpg
Location,1650000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4281935_uploaded_image1_1688559531.jpg
Location,1800000,"Sipres, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_4281737_uploaded_image1_1688553547.jpg
Location,2500000,"Almadies, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_4285408_uploaded_image1_1688754123.jpg
Vente,115000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_4319530_uploaded_image1_1691021277.jpg
Vente,160000000,"Almadies 2, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4286574_uploaded_image1_1688828541.jpg
Vente,349622698,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_4318642_uploaded_image1_1690985577.jpg
Location,1500000,"Sacré-Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_4286425_uploaded_image1_1688821772.jpg
