id_type,price,address,number_of_part,img_link
Vente,75000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3837721_uploaded_image1_1660924777.jpg
Location,120000,"Ngaparou, Sénégal",4,https://images.coinafrique.com/thumb_3837506_uploaded_image1_1660917389.jpg
Location,150000,"Ngaparou, Sénégal",4,https://images.coinafrique.com/thumb_3837405_uploaded_image1_1660914222.jpg
Location,1000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3796328_uploaded_image1_1658573179.jpg
Vente,349622698,"Keur Massar, Sénégal",14,https://images.coinafrique.com/thumb_3836445_uploaded_image1_1660848798.jpg
Vente,349622698,"Keur Massar, Sénégal",2,https://images.coinafrique.com/thumb_3836364_uploaded_image1_1660844690.jpg
Location,1600000,"Almadies, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3836313_uploaded_image1_1660842858.jpg
Vente,110000000,"Mbour, Sénégal",5,https://images.coinafrique.com/thumb_3836273_uploaded_image1_1660841184.jpg
Location,400000,"Saly, Sénégal",3,https://images.coinafrique.com/thumb_3835632_uploaded_image1_1660820053.jpg
Location,3000000,"Sacré-Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3794326_uploaded_image1_1658439370.jpg
Vente,36000000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3834984_uploaded_image1_1660770136.jpg
Location,3000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3793639_uploaded_image1_1658407437.jpg
Vente,18900000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3833721_uploaded_image1_1660728283.jpg
Location,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3792468_uploaded_image1_1658332704.jpg
Vente,40000000,"Mbao, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3832601_uploaded_image1_1660663086.jpg
Vente,40000000,"Parcelle Assainies, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3831441_uploaded_image1_1660590179.jpg
Vente,65000000,"Pikine, Sénégal",11,https://images.coinafrique.com/thumb_3831401_uploaded_image1_1660587808.jpg
Vente,100000000,"Ngaparou, Sénégal",8,https://images.coinafrique.com/thumb_3831011_uploaded_image1_1660569674.jpg
Location,900000,"Mermoz-Sacré Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3790216_uploaded_image1_1658217956.jpg
Vente,38000000,"Pikine, Sénégal",4,https://images.coinafrique.com/thumb_3829995_uploaded_image1_1660493182.jpg
Location,1200000,"Mamelles, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3829785_uploaded_image1_1660480973.jpg
Vente,320000000,"Ngor, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3829737_uploaded_image1_1660476895.jpg
Vente,110000000,"Parcelle Assainies, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3829733_uploaded_image1_1660476739.jpg
Vente,80000000,"Mbao, Dakar, Sénégal",16,https://images.coinafrique.com/thumb_3829709_uploaded_image1_1660474701.jpg
Location,349622698,"Almadies, Dakar, Sénégal",28,https://images.coinafrique.com/thumb_3788944_uploaded_image1_1658138894.jpg
Vente,67000000,"Guediawaye, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3828525_uploaded_image1_1660392590.jpg
Vente,25000000,"Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3826413_uploaded_image1_1660256994.jpg
Location,350000,"Almadies 2, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3825772_uploaded_image1_1660229572.jpg
Location,60000,"Saly, Sénégal",3,https://images.coinafrique.com/thumb_3825339_uploaded_image1_1660216444.jpg
Location,350000,"Almadies 2, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3825127_uploaded_image1_1660211096.jpg
Vente,525000000,"Almadies, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3824544_uploaded_image2_1660168707.jpeg
Vente,210000000,"Dieuppeul-Derklé, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3782175_uploaded_image1_1657651616.jpg
Vente,65000000,"Keur Massar, Sénégal",1,https://images.coinafrique.com/thumb_3824465_uploaded_image1_1660164069.jpg
Location,500000,"Mbao, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3781469_uploaded_image1_1657619875.jpg
Vente,48000000,"Rufisque, Sénégal",8,https://images.coinafrique.com/thumb_3823674_uploaded_image1_1660131032.jpg
Vente,190000000,"Mariste, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3823627_uploaded_image1_1660129530.jpg
Vente,200000000,"Ouakam, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3823622_uploaded_image1_1660129385.jpg
Vente,360000000,"Sicap foire, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_3822947_uploaded_image1_1660080039.jpg
Location,750000,"Dakar Plateau, Dakar, Sénégal",12,https://images.coinafrique.com/thumb_3822586_uploaded_image1_1660064928.jpg
Vente,42000000,"Keur Massar, Sénégal",5,https://images.coinafrique.com/thumb_3822221_uploaded_image1_1660051906.jpg
Location,900000,"Mermoz-Sacré Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3781803_uploaded_image1_1657633094.jpg
Location,900000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3781772_uploaded_image1_1657631437.jpg
Location,349622698,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3781537_uploaded_image1_1657622241.jpg
Vente,35000000,"Keur Massar, Sénégal",3,https://images.coinafrique.com/thumb_3819826_uploaded_image1_1659921649.jpg
Vente,90000000,"Sicap Liberté, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3819754_uploaded_image1_1659915012.jpg
Location,500000,"Mbao, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3779092_uploaded_image1_1657385302.jpg
Vente,55000000,"Touba, Sénégal",5,https://images.coinafrique.com/thumb_3819287_uploaded_image1_1659884345.jpg
Location,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3818647_uploaded_image1_1659824504.jpg
Location,1300000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3818585_uploaded_image1_1659820274.jpg
Vente,55000000,"Keur Massar, Sénégal",6,https://images.coinafrique.com/thumb_3818183_uploaded_image1_1659796513.jpg
Vente,350000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3781540_uploaded_image1_1657622331.jpg
Vente,85000000,"Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3816287_uploaded_image1_1659696033.jpg
Vente,150000000,"Mbao, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3815922_uploaded_image1_1659666050.jpg
Vente,155000000,"Mbao, Dakar, Sénégal",12,https://images.coinafrique.com/thumb_3815431_uploaded_image1_1659637859.jpg
Location,100000,"Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3815430_uploaded_image1_1659637797.jpg
Vente,404000000,"Hann Bel-Air, Dakar, Sénégal",18,https://images.coinafrique.com/thumb_3814858_uploaded_image1_1659621230.jpg
Vente,21900000,"Mbao, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3814425_uploaded_image1_1659608675.jpg
Vente,70000000,"Mbao, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3814369_uploaded_image1_1659607304.jpg
Vente,90000000,"Sacré-Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3783669_uploaded_image1_1657743668.jpg
Vente,160000000,"Ngaparou, Sénégal",5,https://images.coinafrique.com/thumb_3813535_uploaded_image1_1659551683.jpg
Vente,100000000,"Ngaparou, Sénégal",4,https://images.coinafrique.com/thumb_3813511_uploaded_image1_1659550856.jpg
Vente,150000000,"Guediawaye, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3813148_uploaded_image1_1659538641.jpg
Vente,55000000,"Guediawaye, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3813103_uploaded_image2_1659537480.jpeg
Location,800000,"Mamelles, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3812902_uploaded_image1_1659531919.jpg
Location,800000,"Mamelles, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3812031_uploaded_image1_1659488921.jpg
Vente,115000000,"Ngaparou, Sénégal",4,https://images.coinafrique.com/thumb_3811493_uploaded_image1_1659465138.jpg
Vente,23000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_3811361_uploaded_image1_1659461394.jpg
Location,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3785782_uploaded_image1_1657893246.jpg
Location,800000,"Ouakam, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3810817_uploaded_image1_1659447657.jpg
Location,2500000,"Sacré-Coeur, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3793540_uploaded_image1_1658404960.jpg
Vente,95000000,"Almadies 2, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3810585_uploaded_image1_1659441363.jpg
Vente,18900000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3810288_uploaded_image1_1659432243.jpg
Location,1200000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3770515_uploaded_image1_1656892461.jpg
Location,1500000,"Sacré-Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3785141_uploaded_image1_1657838984.jpg
Location,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3769851_uploaded_image1_1656859342.jpg
Vente,100000000,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_3808976_uploaded_image1_1659366311.jpg
Location,350000,"Sicap Liberté, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3769700_uploaded_image1_1656851616.jpg
Vente,15000000,"Touba, Sénégal",4,https://images.coinafrique.com/thumb_3808893_uploaded_image1_1659363478.jpg
Vente,300000000,"Mariste, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3807369_uploaded_image1_1659287585.jpg
Location,2000,"Diamniadio, Sénégal",4,https://images.coinafrique.com/thumb_3806702_uploaded_image1_1659222939.jpg
Location,850000,"Mamelles, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3765258_uploaded_image1_1656618230.jpg
Vente,349622698,"Sacré-Coeur, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3763622_uploaded_image1_1656519922.jpg
Vente,80000000,"Grand Yoff, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3766730_uploaded_image1_1656685608.jpg
Vente,350000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3767687_uploaded_image1_1656724971.jpg
Location,150000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3803878_uploaded_image1_1659030773.jpg
Location,2000000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3803474_uploaded_image1_1659014766.jpg
Location,1000000,"Hann Bel-Air, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3803327_uploaded_image1_1659009714.jpg
Vente,40000000,"Mbour, Sénégal",5,https://images.coinafrique.com/thumb_3803322_uploaded_image1_1659009510.jpg
Vente,1100000,"Mamelles, Dakar, Sénégal",20,https://images.coinafrique.com/thumb_3766225_uploaded_image1_1656673539.jpg
Vente,170000000,"Ouest Foire, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3765609_uploaded_image1_1656638016.jpg
Vente,200000000,"Mbour, Sénégal",8,https://images.coinafrique.com/thumb_3765594_uploaded_image1_1656637199.jpg
Vente,145000000,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_3765571_uploaded_image1_1656636051.jpg
Vente,205000000,"Saly, Sénégal",10,https://images.coinafrique.com/thumb_3802360_uploaded_image1_1658942806.jpg
Vente,40000000,"Keur Massar, Sénégal",8,https://images.coinafrique.com/thumb_3802031_uploaded_image1_1658931016.jpg
Vente,30000000,"Thies, Sénégal",5,https://images.coinafrique.com/thumb_3764488_uploaded_image1_1656588077.jpg
Vente,180000000,"Thies, Sénégal",2,https://images.coinafrique.com/thumb_3764466_uploaded_image1_1656586980.jpg
Location,1500000,"Sacré-Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3800656_uploaded_image1_1658854849.jpg
Vente,70000000,"Keur Massar, Sénégal",5,https://images.coinafrique.com/thumb_3760864_uploaded_image1_1656349832.jpg
Location,3500000,"Yoff, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3800085_uploaded_image1_1658837693.jpg
Location,1500000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3800021_uploaded_image1_1658835228.jpg
Location,1750000,"Mamelles, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_3762654_uploaded_image1_1656456333.jpg
Vente,35000000,"Guediawaye, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3799250_uploaded_image1_1658776438.jpg
Location,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3758542_uploaded_image1_1656190799.jpg
Location,130000,"Saly, Sénégal",3,https://images.coinafrique.com/thumb_3797695_uploaded_image1_1658674599.jpg
Vente,349622698,"Mbao, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3797678_uploaded_image1_1658672828.jpg
Vente,50000000,"Keur Massar, Sénégal",9,https://images.coinafrique.com/thumb_3797533_uploaded_image1_1658663305.jpg
Vente,300000000,"Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3797215_uploaded_image1_1658621767.jpg
Location,200000,"Rufisque, Sénégal",3,https://images.coinafrique.com/thumb_3757388_uploaded_image1_1656106035.jpg
Vente,180000000,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_3796043_uploaded_image1_1658548339.jpg
Location,1800000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3756099_uploaded_image1_1656029881.jpg
Vente,5500000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3795604_uploaded_image1_1658515025.jpg
Location,650000,"Mamelles, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3794606_uploaded_image1_1658478295.jpg
Location,2000000,"Ouakam, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3754368_uploaded_image1_1655940833.jpg
Location,1500000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3754324_uploaded_image1_1655939915.jpg
Location,600000,"Sacré-Coeur, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3794285_uploaded_image1_1658436872.jpg
Vente,15000000,"Touba, Sénégal",4,https://images.coinafrique.com/thumb_3791301_uploaded_image1_1658262680.jpg
Location,56000000,"Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3789898_uploaded_image2_1658180613.jpeg
Location,2000000,"Sacré-Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3788646_uploaded_image1_1658103763.jpg
Location,1500000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3787165_uploaded_image1_1657979433.jpg
Vente,450000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3787138_uploaded_image1_1657978543.jpg
Location,2500000,"Ouakam, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3744924_uploaded_image1_1655377764.jpg
Vente,90000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_3785265_uploaded_image1_1657864914.jpg
Location,800000,"Ngor, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3744240_uploaded_image1_1655320527.jpg
Vente,170000000,"Sipres, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3743374_uploaded_image1_1655292176.jpg
Vente,80000000,"Hann Bel-Air, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3784275_uploaded_image1_1657798388.jpg
Vente,18900000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3784077_uploaded_image1_1657791604.jpg
Location,500000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3746040_uploaded_image1_1655416484.jpg
Location,3500000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3745990_uploaded_image1_1655414474.jpg
Vente,120000,"Mbour, Sénégal",12,https://images.coinafrique.com/thumb_3783210_uploaded_image1_1657722235.jpg
Vente,110,"Mbour, Sénégal",7,https://images.coinafrique.com/thumb_3783200_uploaded_image1_1657721957.jpg
Vente,1600000000,"Almadies, Dakar, Sénégal",18,https://images.coinafrique.com/thumb_3740620_uploaded_image1_1655147483.jpg
Vente,250000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3742528_uploaded_image1_1655238859.jpg
Vente,250000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3742368_uploaded_image1_1655232227.jpg
Vente,50000000,"Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3739770_uploaded_image1_1655118073.jpg
Vente,68000000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3736472_uploaded_image1_1654883354.jpg
Vente,30000000,"Keur Massar, Sénégal",5,https://images.coinafrique.com/thumb_3760698_uploaded_image1_1656343601.jpg
Vente,55000000,"Rufisque, Sénégal",8,https://images.coinafrique.com/thumb_3777714_uploaded_image1_1657279293.jpg
Vente,350000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_3754031_uploaded_image1_1655925450.jpg
Vente,35000000,"Guediawaye, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3754018_uploaded_image1_1655924999.jpg
Vente,220000000,"Sacré-Coeur, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3736546_uploaded_image1_1654886310.jpg
Vente,220000000,"Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3736264_uploaded_image1_1654874624.jpg
Vente,90000000,"Mbao, Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3736080_uploaded_image1_1654868390.jpg
Vente,170000000,"Ouakam, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3736069_uploaded_image1_1654868200.jpg
Vente,550000000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3736055_uploaded_image1_1654867783.jpg
Location,1900000,"Almadies, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3776348_uploaded_image1_1657197416.jpg
Vente,65000000,"Almadies 2, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3773919_uploaded_image1_1657063807.jpg
Location,349622698,"Mariste, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3732782_uploaded_image1_1654696942.jpg
Vente,185000000,"Diamalaye 1, Dakar, Sénégal",13,https://images.coinafrique.com/thumb_3772808_uploaded_image1_1657020157.jpg
Vente,21900000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3772786_uploaded_image1_1657019732.jpg
Vente,56000000,"Keur Massar, Sénégal",5,https://images.coinafrique.com/thumb_3772248_uploaded_image1_1656979581.jpg
Vente,18900000,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3771239_uploaded_image1_1656936662.jpg
Location,3000000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3730556_uploaded_image1_1654599098.jpg
Vente,75000000,"Patte d'oie, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3729616_uploaded_image1_1654537904.jpg
Location,2000000,"Mbour, Sénégal",1,https://images.coinafrique.com/thumb_3732356_uploaded_image1_1654686290.jpg
Location,349622698,"Mamelles, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3744017_uploaded_image1_1655310361.jpg
Vente,280000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_3767030_uploaded_image2_1656694392.jpeg
Vente,180000000,"Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3766607_uploaded_image1_1656682642.jpg
Vente,124000000,"Toubab Dialao, Sénégal",8,https://images.coinafrique.com/thumb_3726021_uploaded_image1_1654310524.jpg
Location,349622698,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3764959_uploaded_image1_1656605891.jpg
Location,1800000,"Hann Bel-Air, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3762917_uploaded_image1_1656490517.jpg
Vente,19000000,"Thies, Sénégal",5,https://images.coinafrique.com/thumb_3762829_uploaded_image1_1656477929.jpg
Vente,349622698,"Rufisque, Sénégal",4,https://images.coinafrique.com/thumb_3761643_uploaded_image1_1656410939.jpg
Vente,1350000000,"Medina, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3719152_uploaded_image1_1654010159.jpg
Vente,58000000,"Parcelle Assainies, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3760441_uploaded_image1_1656335970.jpg
Vente,500000000,"Almadies, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_3759761_uploaded_image1_1656283645.jpg
Vente,270000000,"Fatick, Sénégal",5,https://images.coinafrique.com/thumb_3759429_uploaded_image1_1656264282.jpg
Vente,7000000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3758150_uploaded_image1_1656165134.jpg
Vente,350000000,"Dakar, Sénégal",1,https://images.coinafrique.com/thumb_3758045_uploaded_image1_1656161431.jpg
Location,375000,"Ouakam, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3757721_uploaded_image1_1656146136.jpg
Location,2500000,"Sacré-Coeur, Dakar, Sénégal",15,https://images.coinafrique.com/thumb_3756869_uploaded_image1_1656081247.jpg
Vente,21900000,"Mbao, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3756660_uploaded_image1_1656072952.jpg
Vente,1650000000,"Fann, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3715102_uploaded_image1_1653725654.jpg
Location,2000000,"Mamelles, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3710929_uploaded_image1_1653474380.jpg
Vente,56000000,"Rufisque, Sénégal",6,https://images.coinafrique.com/thumb_3723363_uploaded_image1_1654182444.jpg
Vente,135000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_3755006_uploaded_image1_1655984957.jpg
Vente,222000000,"Sacré-Coeur, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3754895_uploaded_image1_1655981926.jpg
Vente,349622698,"Diamalaye 1, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3754020_uploaded_image2_1655925134.jpeg
Vente,32000000,"Rufisque, Sénégal",3,https://images.coinafrique.com/thumb_3731088_uploaded_image1_1654614916.jpg
Vente,75000000,"Patte d'oie, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3752940_uploaded_image1_1655888578.jpg
Vente,35000000,"Biscuiterie, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3752932_uploaded_image1_1655888027.jpg
Location,2000000,"Mariste, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3708419_uploaded_image1_1653324586.jpg
Vente,75000000,"Thies, Sénégal",5,https://images.coinafrique.com/thumb_3711336_uploaded_image1_1653490245.jpg
Location,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3710779_uploaded_image1_1653467690.jpg
Location,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_3710739_uploaded_image1_1653464664.jpg
Vente,65000000,"Mbao, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3751346_uploaded_image1_1655773745.jpg
Vente,450000000,"Almadies, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3751340_uploaded_image1_1655772888.jpg
Vente,170000000,"Sicap Liberté, Dakar, Sénégal",4,https://images.coinafrique.com/thumb_3706862_uploaded_image1_1653225565.jpg
Vente,165000000,"Sicap Liberté, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3709764_uploaded_image1_1653401354.37.jpeg
Vente,170000000,"Sicap Liberté, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3709767_uploaded_image1_1653401535.46.jpeg
Vente,40000000,"Dakar, Sénégal",11,https://images.coinafrique.com/thumb_3749985_uploaded_image1_1655711242.jpg
Vente,130000000,"Guediawaye, Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3749858_uploaded_image1_1655688126.jpg
Vente,1000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",9,https://images.coinafrique.com/thumb_3705298_uploaded_image1_1653124048.jpg
Vente,180000000,"Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3707386_uploaded_image1_1653256104.jpg
Vente,450000000,"Dakar, Sénégal",3,https://images.coinafrique.com/thumb_3746864_uploaded_image1_1655470495.jpg
Vente,95000000,"Guediawaye, Dakar, Sénégal",8,https://images.coinafrique.com/thumb_3746165_uploaded_image1_1655424661.jpg
Location,1000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3745119_uploaded_image1_1655383875.jpg
Location,125000,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_3744716_uploaded_image1_1655369785.jpg
Vente,35000000,"Touba, Sénégal",7,https://images.coinafrique.com/thumb_3743878_uploaded_image1_1655305698.jpg
Vente,50000000,"Keur Massar, Sénégal",6,https://images.coinafrique.com/thumb_3699613_uploaded_image1_1652788304.jpg
Vente,129900000,"Lac rose, Sénégal",5,https://images.coinafrique.com/thumb_3702234_uploaded_image1_1652947595.jpg
Vente,350000000,"Sacré-Coeur, Dakar, Sénégal",10,https://images.coinafrique.com/thumb_3742701_uploaded_image1_1655246227.jpg
Vente,62000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3698185_uploaded_image1_1652706605.jpg
Vente,190000000,"Saly, Sénégal",5,https://images.coinafrique.com/thumb_3741988_uploaded_image1_1655218828.jpg
Location,20000,"Almadies 2, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3740319_uploaded_image1_1655134298.jpg
Location,500000,"Sicap Liberté, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3707968_uploaded_image1_1653308242.jpg
Vente,750000000,"Grand Dakar, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3738435_uploaded_image1_1655027671.jpg
Location,175000,"Rufisque, Sénégal",5,https://images.coinafrique.com/thumb_3738216_uploaded_image1_1654997998.jpg
Vente,70000000,"Parcelle Assainies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3697402_uploaded_image1_1652648952.jpg
Vente,160000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3694438_uploaded_image1_1652446116.jpg
Location,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3694494_uploaded_image1_1652448205.jpg
Location,1500000,"Mamelles, Dakar, Sénégal",7,https://images.coinafrique.com/thumb_3737752_uploaded_image1_1654966428.jpg
Vente,300000000,"Saly, Sénégal",4,https://images.coinafrique.com/thumb_3696845_uploaded_image1_1652612168.jpg
Vente,245000000,"Ngaparou, Sénégal",12,https://images.coinafrique.com/thumb_3696617_uploaded_image1_1652576775.jpg
Vente,70000000,"Parcelle Assainies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3696460_uploaded_image1_1652563370.jpg
Location,3000000,"Almadies, Dakar, Sénégal",6,https://images.coinafrique.com/thumb_3696072_uploaded_image1_1652541730.jpg
Location,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3692640_uploaded_image1_1652359336.jpg
Vente,22000000,"Rufisque, Sénégal",3,https://images.coinafrique.com/thumb_3735543_uploaded_image1_1654850213.jpg
Vente,87000000,"Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3734894_uploaded_image1_1654793799.jpg
Vente,74500000,"Almadies 2, Dakar, Sénégal",2,https://images.coinafrique.com/thumb_3694730_uploaded_image1_1652458235.jpg
Location,3000000,"Almadies, Dakar, Sénégal",5,https://images.coinafrique.com/thumb_3694429_uploaded_image1_1652445973.jpg
