web-scraper-order,web-scraper-start-url,terrains_links,terrains_links-href,area,price,address,images_links
1732751244-86,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 300 m² - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-300-m-mbour-2625993,300 m2,5 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2625993_uploaded_image1_1600110590.jpg""); width: 393px;"
1732751249-87,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 225  - Thies,https://sn.coinafrique.com/annonce/terrains/terrains-225-thies-2626314,225,200 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2626314_uploaded_image1_1600121385.jpg""); width: 408px;"
1732751252-88,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains,https://sn.coinafrique.com/annonce/terrains/terrains-2626475,300 m2,10 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2626475_uploaded_image1_1600129398.jpg""); width: 493px;"
1732751257-89,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain -  Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-2626986,150 m2,8 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2626986_uploaded_image1_1600163769.jpg""); width: 369px;"
1732751261-90,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain - Bambilor,https://sn.coinafrique.com/annonce/terrains/terrain-bambilor-2627356,150 m2,5 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2627356_uploaded_image1_1600170880.jpg""); width: 595px;"
1732751264-91,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-2627558,150 m2,2 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2627558_uploaded_image1_1600174577.jpg""); width: 414px;"
1732751269-92,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 150 ha - Mbambilor,https://sn.coinafrique.com/annonce/terrains/terrain-150-ha-mbambilor-2627560,1500000 m2,15 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2627560_uploaded_image1_1600174616.jpg""); width: 526px;"
1732751275-93,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 100 ha - Diass,https://sn.coinafrique.com/annonce/terrains/terrain-100-ha-diass-2627590,1000000 m2,18 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2627590_uploaded_image1_1600175442.jpg""); width: 526px;"
1732751279-94,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 50 ha - Mbambilor,https://sn.coinafrique.com/annonce/terrains/terrain-50-ha-mbambilor-2627611,500000 m2,13 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2627611_uploaded_image1_1600175779.jpg""); width: 526px;"
1732751284-95,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain - Rufisque Ouest,https://sn.coinafrique.com/annonce/terrains/terrain-rufisque-ouest-2627622,150 m2,5 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2627622_uploaded_image1_1600176108.jpg""); width: 526px;"
1732751287-96,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 300 m2 - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-mbour-2627646,300 m2,5 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2627646_uploaded_image1_1600176514.jpg""); width: 488px;"
1732751291-97,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 150 m2  - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-2627897,150,8 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2627897_uploaded_image1_1600181196.jpg""); width: 447px;"
1732751295-98,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 100000 m2 - Niague,https://sn.coinafrique.com/annonce/terrains/terrains-100000-m2-niague-2627908,100000,17 000 CFA,"Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/2627908_uploaded_image1_1600181341.jpg""); width: 369px;"
1732751299-99,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 197 m2 - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-197-m2-rufisque-2627915,197,13 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2627915_uploaded_image1_1600181524.jpg""); width: 447px;"
1732751303-100,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 3 ha - Noflaye,https://sn.coinafrique.com/annonce/terrains/terrain-3-ha-noflaye-2628123,3 Ha,390 000 000 CFA,Sénégal,"background-image: url(""https://images.coinafrique.com/2628123_uploaded_image1_1600186010.99.jpeg""); width: 436px;"
1732751307-101,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain  1000 m2 - Warang,https://sn.coinafrique.com/annonce/terrains/terrain-1000-m2-warang-2628240,1000 m2,35 000 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2628240_uploaded_image1_1600190245.jpg""); width: 369px;"
1732751311-102,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 225 m2  - Sangué - ila touba,https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-sangue-ila-touba-2628308,225,1 500 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2628308_uploaded_image1_1600191842.jpg""); width: 369px;"
1732751316-103,https://sn.coinafrique.com/categorie/terrains?page=118,Vente terrain - Niahirat,https://sn.coinafrique.com/annonce/terrains/vente-terrain-niahirat-2628825,,8 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2628825_uploaded_image1_1600205879.jpg""); width: 542px;"
1732751320-104,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 500 m² - Mermoz- Sacré-cœur,https://sn.coinafrique.com/annonce/terrains/vente-terrain-500-m-mermoz-sacre-cur-2628830,500,225 000 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2628830_uploaded_image1_1600206000.jpg""); width: 416px;"
1732751323-105,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains Lac rose,https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-2629326,150 m2,3 500 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2629326_uploaded_image1_1600240960.jpg""); width: 642px;"
1732751328-106,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain 600 m2 - Ngaparou,https://sn.coinafrique.com/annonce/terrains/terrain-600-m2-ngaparou-2629661,600 m2,13 500 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2629661_uploaded_image1_1600249695.jpg""); width: 488px;"
1732751332-107,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Surface - Marché Socabeg,https://sn.coinafrique.com/annonce/terrains/vente-surface-marche-socabeg-2631154,,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2631154_uploaded_image1_1600282776.jpg""); width: 548px;"
1732751337-108,https://sn.coinafrique.com/categorie/terrains?page=118,Carrière basalte 6 ha - Ngoundiane,https://sn.coinafrique.com/annonce/terrains/carriere-basalte-6-ha-ngoundiane-2631717,60000 m2,Prix sur demande,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2631717_uploaded_image1_1600303315.jpg""); width: 487px;"
1732751343-109,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain - Keur Ndiaye Lô 2,https://sn.coinafrique.com/annonce/terrains/terrain-keur-ndiaye-lo-2-2632691,150 m2,5 500 000 CFA,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2632691_uploaded_image1_1600344108.jpg""); width: 450px;"
1732751349-110,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 165 m2 - Dakar,https://sn.coinafrique.com/annonce/terrains/terrains-165-m2-dakar-2633051,165,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2633051_uploaded_image1_1600351975.jpg""); width: 375px;"
1732751354-111,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 150 m2 - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-lac-rose-2633488,150,3 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2633488_uploaded_image1_1600362545.jpg""); width: 443px;"
1732751358-112,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 3000 m2  - Mbour,https://sn.coinafrique.com/annonce/terrains/terrains-3000-m2-mbour-2633541,3000,Prix sur demande,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2633541_uploaded_image1_1600363896.jpg""); width: 452px;"
1732751363-113,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 331 m2  - Dakar,https://sn.coinafrique.com/annonce/terrains/terrains-331-m2-dakar-2633916,331,160 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2633916_uploaded_image1_1600376219.jpg""); width: 415px;"
1732751368-114,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 1176 m2  - Mermoz Sacré coeur,https://sn.coinafrique.com/annonce/terrains/terrains-1176-m2-mermoz-sacre-coeur-2635374,1176,900 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2635374_uploaded_image1_1600434651.jpg""); width: 421px;"
1732751373-115,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 724  - Mbour,https://sn.coinafrique.com/annonce/terrains/terrains-724-mbour-2635778,724,118 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2635778_uploaded_image1_1600443277.jpg""); width: 369px;"
1732751377-116,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain - Lac Rose,https://sn.coinafrique.com/annonce/terrains/vente-terrain-lac-rose-2636153,1000 m2,30 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2636153_uploaded_image1_1600455514.jpg""); width: 403px;"
1732751385-117,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 395 m² - Malicounda,https://sn.coinafrique.com/annonce/terrains/vente-terrain-395-m-malicounda-2636275,395 m2,2 500 000 CFA,"Diourbel, Sénégal","background-image: url(""https://images.coinafrique.com/2636275_uploaded_image1_1600461439.jpg""); width: 671px;"
1732751389-118,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 300 m² - Saly,https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-saly-2636328,300 m2,5 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2636328_uploaded_image1_1600463641.jpg""); width: 369px;"
1732751394-119,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrains 230 m²  - Dakar,https://sn.coinafrique.com/annonce/terrains/vente-terrains-230-m-dakar-2637483,230,97 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2637483_uploaded_image1_1600521061.jpg""); width: 407px;"
1732751400-120,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 916 m² - Dakar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-916-m-dakar-2637775,916,916 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2637775_uploaded_image1_1600529781.jpg""); width: 671px;"
1732751404-121,https://sn.coinafrique.com/categorie/terrains?page=118,Vente terrain - Thies,https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-2637869,,Prix sur demande,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2637869_uploaded_image1_1600532812.jpg""); width: 431px;"
1732751408-122,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 225 m² - Thiès,https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-2638141,225,350 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2638141_uploaded_image1_1600542210.jpg""); width: 451px;"
1732751414-123,https://sn.coinafrique.com/categorie/terrains?page=118,Vente terrains 48 ha - Bambilor,https://sn.coinafrique.com/annonce/terrains/vente-terrains-48-ha-bambilor-2638724,4800,11 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2638724_uploaded_image1_1600561683.jpg""); width: 408px;"
1732751418-124,https://sn.coinafrique.com/categorie/terrains?page=118,Vente terrain 1062 m² - Bingerville,https://sn.coinafrique.com/annonce/terrains/vente-terrain-1062-m-bingerville-2638876,1062 m2,800 000 000 CFA,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/2638876_uploaded_image1_1600584464.jpg""); width: 584px;"
1732751423-125,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 1 hectare - Ngaparou,https://sn.coinafrique.com/annonce/terrains/vente-terrain-1-hectare-ngaparou-2639052,11400 m2,335 000 000 CFA,"Somone, Sénégal","background-image: url(""https://images.coinafrique.com/2639052_uploaded_image1_1600593105.jpg""); width: 416px;"
1732751426-126,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 400m²  -Grand yoff,https://sn.coinafrique.com/annonce/terrains/vente-terrain-400m-grand-yoff-2639277,400,140 000 000 CFA,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2639277_uploaded_image1_1600602511.jpg""); width: 525px;"
1732751431-127,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain 150m²  - Dakar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-dakar-2639314,150,2 300 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2639314_uploaded_image1_1600603724.jpg""); width: 369px;"
1732751437-128,https://sn.coinafrique.com/categorie/terrains?page=118,Vente terrain 200 m² - Diamalaye,https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-diamalaye-2639396,200 m2,40 000 000 CFA,"Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2639396_uploaded_image1_1600605891.jpg""); width: 590px;"
1732751442-129,https://sn.coinafrique.com/categorie/terrains?page=118,Vente terrain 500m² - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrain-500m-mbour-2639735,500 m2,20 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2639735_uploaded_image1_1600615830.jpg""); width: 588px;"
1732751447-130,https://sn.coinafrique.com/categorie/terrains?page=118,Vente Terrain - Saly,https://sn.coinafrique.com/annonce/terrains/vente-terrain-saly-2639748,600 m2,15 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2639748_uploaded_image1_1600616403.jpg""); width: 588px;"
1732751450-131,https://sn.coinafrique.com/categorie/terrains?page=118,Vente terrain 100 ha - Samkedji,https://sn.coinafrique.com/annonce/terrains/vente-terrain-100-ha-samkedji-2640426,100000 m2,14 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2640426_uploaded_image1_1600644247.jpg""); width: 548px;"
1732751455-132,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 300 m2 -  Fass boye,https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-fass-boye-2640883,300 m2,Prix sur demande,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2640883_uploaded_image1_1600677478.jpg""); width: 557px;"
1732751459-133,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 150 m2  - Mermoz Sacré coeur,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-mermoz-sacre-coeur-2641217,150,40 000 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2641217_uploaded_image1_1600684966.jpg""); width: 629px;"
1732751463-134,https://sn.coinafrique.com/categorie/terrains?page=118,Terrains 150 m2 - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-lac-rose-2641510,,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2641510_uploaded_image1_1600691039.jpg""); width: 369px;"
1732751469-135,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain - Sébikotane,https://sn.coinafrique.com/annonce/terrains/terrain-sebikotane-2641918,150 m2,800 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2641918_uploaded_image1_1600700323.jpg""); width: 402px;"
1732751474-136,https://sn.coinafrique.com/categorie/terrains?page=118,Terrain - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-2641929,150 m2,1 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2641929_uploaded_image1_1600700482.jpg""); width: 402px;"
