area,adress,price,img_link
300,"Dakar, Sénégal",22000000,https://images.coinafrique.com/thumb_4691725_uploaded_image1_1713117877.jpg
600,"Mbour, Sénégal",30000000,https://images.coinafrique.com/thumb_4691436_uploaded_image1_1713103727.jpg
175,"Yoff, Dakar, Sénégal",90000000,https://images.coinafrique.com/thumb_4691367_uploaded_image1_1713099562.jpg
180,"Yoff, Dakar, Sénégal",85000000,https://images.coinafrique.com/thumb_4691354_uploaded_image1_1713099247.jpg
300,"Almadies, Dakar, Sénégal",172000000,https://images.coinafrique.com/thumb_4646429_uploaded_image1_1710700937.jpg
174,"Dakar, Sénégal",115000000,https://images.coinafrique.com/thumb_4690029_uploaded_image1_1713015152.jpg
300,"Thies, Sénégal",4500000,https://images.coinafrique.com/thumb_4689458_uploaded_image1_1712976365.jpg
200,"Mbao, Dakar, Sénégal",45000000,https://images.coinafrique.com/thumb_4689457_uploaded_image1_1712975950.jpg
459,"Keur Massar, Sénégal",60000000,https://images.coinafrique.com/thumb_4645155_uploaded_image1_1710608317.jpg
918,"Keur Massar, Sénégal",150000000,https://images.coinafrique.com/thumb_4645140_uploaded_image1_1710607890.jpg
300 ,"Dakar, Sénégal",35000000,https://images.coinafrique.com/thumb_4688847_uploaded_image1_1712940665.jpg
1500,"Saly, Sénégal",70000000,https://images.coinafrique.com/thumb_4688758_uploaded_image1_1712937880.jpg
200,"Dakar, Sénégal",17000000,https://images.coinafrique.com/thumb_4683779_uploaded_image1_1712674076.jpg
200,"Almadies, Dakar, Sénégal",250000000,https://images.coinafrique.com/thumb_4683718_uploaded_image1_1712671168.jpg
150,"Dakar, Sénégal",,https://images.coinafrique.com/thumb_4683252_uploaded_image1_1712653890.jpg
150,"Ouest Foire, Dakar, Sénégal",75000000,https://images.coinafrique.com/thumb_4682980_uploaded_image1_1712629965.jpg
3000,"Mamelles, Dakar, Sénégal",600000,https://images.coinafrique.com/thumb_4638570_uploaded_image1_1710253048.jpg
150,"Thies, Sénégal",2000000,https://images.coinafrique.com/thumb_4682158_uploaded_image1_1712585705.jpg
150,"Mbao, Dakar, Sénégal",20000000,https://images.coinafrique.com/thumb_4638294_uploaded_image1_1710247058.jpg
150,"Keur Massar, Sénégal",15000000,https://images.coinafrique.com/thumb_4680200_uploaded_image1_1712476438.jpg
300,"Thies, Sénégal",,https://images.coinafrique.com/thumb_4679912_uploaded_image1_1712439507.jpg
150,"Dakar, Sénégal",6000000,https://images.coinafrique.com/thumb_4679256_uploaded_image1_1712406349.jpg
375,"Thies, Sénégal",775402258,https://images.coinafrique.com/thumb_4677401_uploaded_image1_1712316109.jpg
615,"Thies, Sénégal",55000000,https://images.coinafrique.com/thumb_4677392_uploaded_image1_1712315924.jpg
150,"Rufisque, Sénégal",6000000,https://images.coinafrique.com/thumb_4677068_uploaded_image1_1712306170.jpg
600,"Saly, Sénégal",27500000,https://images.coinafrique.com/thumb_4676783_uploaded_image1_1712283658.jpg
150,"Ndiass, Sénégal",2000000,https://images.coinafrique.com/thumb_4676559_uploaded_image1_1712269516.jpg
500,"Toubab Dialao, Sénégal",16500000,https://images.coinafrique.com/thumb_4676330_uploaded_image1_1712260985.jpg
300,"Mbour, Sénégal",25000000,https://images.coinafrique.com/thumb_4676147_uploaded_image2_1712253561.jpeg
150,"Rufisque, Sénégal",15000000,https://images.coinafrique.com/thumb_4673605_uploaded_image1_1712150734.jpg
2500,"HLM, Dakar, Sénégal",1400000000,https://images.coinafrique.com/thumb_4630545_uploaded_image1_1709815176.jpg
350,"Dakar, Sénégal",,https://images.coinafrique.com/thumb_4624458_uploaded_image1_1709553515.jpg
150,"Almadies, Dakar, Sénégal",70000000,https://images.coinafrique.com/thumb_4672567_uploaded_image1_1712105459.jpg
150,"Mamelles, Dakar, Sénégal",120000000,https://images.coinafrique.com/thumb_4629013_uploaded_image1_1709742806.jpg
280,"Mermoz-Sacré Coeur, Dakar, Sénégal",250000000,https://images.coinafrique.com/thumb_4624646_uploaded_image1_1709559320.jpg
300,"Mbour, Sénégal",2800000,https://images.coinafrique.com/thumb_4670327_uploaded_image1_1712007337.jpg
700,"Mbour, Sénégal",60000000,https://images.coinafrique.com/thumb_4669614_uploaded_image1_1711983114.jpg
300 ,"Lac rose, Sénégal",7000000,https://images.coinafrique.com/thumb_4669468_uploaded_image1_1711977505.jpg
150,"Mboro, Sénégal",2999000,https://images.coinafrique.com/thumb_4641627_uploaded_image1_1710407032.84.jpeg
11000,"Thies, Sénégal",12000,https://images.coinafrique.com/thumb_4625879_uploaded_image1_1709621680.jpg
2000 ,"Mermoz-Sacré Coeur, Dakar, Sénégal",,https://images.coinafrique.com/thumb_4668728_uploaded_image1_1711937330.jpg
300,"Malikounda, Sénégal",10000000,https://images.coinafrique.com/thumb_4668718_uploaded_image1_1711936052.jpg
150 ,"Keur Massar, Sénégal",22000000,https://images.coinafrique.com/thumb_4668157_uploaded_image1_1711901558.jpg
150 ,"Lac rose, Sénégal",2500000,https://images.coinafrique.com/thumb_4668104_uploaded_image2_1711897495.jpeg
200,"Dakar, Sénégal",45000000,https://images.coinafrique.com/thumb_4667204_uploaded_image1_1711820551.jpg
200,"Mbao, Dakar, Sénégal",45000000,https://images.coinafrique.com/thumb_4667199_uploaded_image1_1711819835.jpg
300,"Mbour, Sénégal",6000000,https://images.coinafrique.com/thumb_4666766_uploaded_image1_1711796759.jpg
160,"Sipres, Dakar, Sénégal",95000000,https://images.coinafrique.com/thumb_4617922_uploaded_image1_1709211684.jpg
150,"Mbour, Sénégal",13500000,https://images.coinafrique.com/thumb_4665829_uploaded_image1_1711723254.jpg
150,"Rufisque, Sénégal",14000000,https://images.coinafrique.com/thumb_4665503_uploaded_image1_1711708477.jpg
300,"Mbour, Sénégal",5000000,https://images.coinafrique.com/thumb_4665016_uploaded_image1_1711670449.jpg
702,"Dakar, Sénégal",500000000,https://images.coinafrique.com/thumb_4664974_uploaded_image1_1711667445.jpg
150,"Dakar, Sénégal",8000000,https://images.coinafrique.com/thumb_4645093_uploaded_image1_1710605147.jpg
5000,"Fatick, Sénégal",40000,https://images.coinafrique.com/thumb_4664468_uploaded_image1_1711641841.jpg
150,"Rufisque, Sénégal",10000000,https://images.coinafrique.com/thumb_4663860_uploaded_image1_1711619042.jpg
200,"Dakar, Sénégal",110000000,https://images.coinafrique.com/thumb_4663213_uploaded_image1_1711574328.jpg
350,"Sicap Liberté, Dakar, Sénégal",250000000,https://images.coinafrique.com/thumb_4618242_uploaded_image1_1709224710.jpg
240,"Fann, Dakar, Sénégal",200000000,https://images.coinafrique.com/thumb_4614079_uploaded_image1_1709035296.jpg
2000,"Almadies, Dakar, Sénégal",2400000000,https://images.coinafrique.com/thumb_4617978_uploaded_image1_1709213988.jpg
300,"Parcelle Assainies, Dakar, Sénégal",75000000,https://images.coinafrique.com/thumb_4613397_uploaded_image1_1708989686.jpg
150,"Dakar, Sénégal",4500000,https://images.coinafrique.com/thumb_4662652_uploaded_image1_1711548999.jpg
150,"Thies, Sénégal",3500000,https://images.coinafrique.com/thumb_4662571_uploaded_image1_1711546628.jpg
8308,"Dakar, Sénégal",15000000,https://images.coinafrique.com/thumb_4662443_uploaded_image1_1711542084.jpg
150,"Keur Massar, Sénégal",15000000,https://images.coinafrique.com/thumb_4661330_uploaded_image1_1711484553.jpg
150,"Rufisque, Sénégal",13000000,https://images.coinafrique.com/thumb_4629184_uploaded_image1_1709748907.jpg
300,"Saly, Sénégal",,https://images.coinafrique.com/thumb_4661182_uploaded_image1_1711477432.jpg
300,"Mbour, Sénégal",4000000,https://images.coinafrique.com/thumb_4661156_uploaded_image1_1711475805.jpg
1000,"Fatick, Sénégal",40000000,https://images.coinafrique.com/thumb_4660759_uploaded_image2_1711463933.jpeg
200,"Thies, Sénégal",5500000,https://images.coinafrique.com/thumb_4615737_uploaded_image1_1709114837.89.jpeg
1300,"Ngor, Dakar, Sénégal",1000000000,https://images.coinafrique.com/thumb_4615713_uploaded_image1_1709113979.26.jpeg
300,"Rufisque, Sénégal",13000000,https://images.coinafrique.com/thumb_4643609_uploaded_image1_1710517607.jpg
150,"Almadies, Dakar, Sénégal",92000000,https://images.coinafrique.com/thumb_4659049_uploaded_image1_1711381773.jpg
150,"Rufisque, Sénégal",15000000,https://images.coinafrique.com/thumb_4659009_uploaded_image1_1711380303.jpg
354,"HLM, Dakar, Sénégal",150000000,https://images.coinafrique.com/thumb_4614200_uploaded_image1_1709038777.jpg
150,"Rufisque, Sénégal",18000000,https://images.coinafrique.com/thumb_4617751_uploaded_image1_1709205729.jpg
150,"Niaga, Sénégal",15000000,https://images.coinafrique.com/thumb_4617732_uploaded_image1_1709205335.jpg
150,"Lac rose, Sénégal",3000000,https://images.coinafrique.com/thumb_4617724_uploaded_image1_1709205094.jpg
300,"Keur Massar, Sénégal",31000000,https://images.coinafrique.com/thumb_4617716_uploaded_image1_1709204775.jpg
171,"Ouest Foire, Dakar, Sénégal",80000000,https://images.coinafrique.com/thumb_4658637_uploaded_image1_1711365092.jpg
5000,"Mbour, Sénégal",20000000,https://images.coinafrique.com/thumb_4657676_uploaded_image1_1711304240.jpg
150 ,"Lac rose, Sénégal",4000000,https://images.coinafrique.com/thumb_4612469_uploaded_image1_1708951691.jpg
300,"Mbour, Sénégal",6000000,https://images.coinafrique.com/thumb_4657095_uploaded_image1_1711274587.jpg
195,"Almadies, Dakar, Sénégal",95000000,https://images.coinafrique.com/thumb_4612458_uploaded_image1_1708951286.jpg
150,"Saint Louis, Sénégal",6000000,https://images.coinafrique.com/thumb_4653972_uploaded_image1_1711086789.jpg
353,"Yoff, Dakar, Sénégal",475000,https://images.coinafrique.com/thumb_4653196_uploaded_image1_1711035200.jpg
300,"Niaga, Sénégal",15000000,https://images.coinafrique.com/thumb_4652951_uploaded_image1_1711028424.jpg
150,"Rufisque, Sénégal",,https://images.coinafrique.com/thumb_4652738_uploaded_image1_1711021143.jpg
171,"Almadies, Dakar, Sénégal",80000000,https://images.coinafrique.com/thumb_4652209_uploaded_image1_1710986628.jpg
300,"Lac rose, Sénégal",15000000,https://images.coinafrique.com/thumb_4651776_uploaded_image1_1710956064.jpg
150,"Rufisque, Sénégal",14000000,https://images.coinafrique.com/thumb_4651012_uploaded_image1_1710927784.jpg
300,"Rufisque, Sénégal",15000000,https://images.coinafrique.com/thumb_4650783_uploaded_image1_1710919418.jpg
300,"Parcelle Assainies, Dakar, Sénégal",75000000,https://images.coinafrique.com/thumb_4603718_uploaded_image1_1708470737.jpg
225,"Thies, Sénégal",10000000,https://images.coinafrique.com/thumb_4605111_uploaded_image1_1708535837.jpg
1569,"Point E, Dakar, Sénégal",1537620000,https://images.coinafrique.com/thumb_4650054_uploaded_image1_1710870960.jpg
180,"Diamniadio, Sénégal",7500000,https://images.coinafrique.com/thumb_4649678_uploaded_image1_1710859112.jpg
150,"Rufisque, Sénégal",8500000,https://images.coinafrique.com/thumb_4649468_uploaded_image1_1710851452.jpg
150,"Almadies, Dakar, Sénégal",95000000,https://images.coinafrique.com/thumb_4647883_uploaded_image1_1710777352.jpg
1800 ,"Mbour, Sénégal",55000000,https://images.coinafrique.com/thumb_4647677_uploaded_image1_1710769810.jpg
200,"Keur Massar, Sénégal",25000000,https://images.coinafrique.com/thumb_4647592_uploaded_image1_1710766857.jpg
150,"Lac rose, Sénégal",18000000,https://images.coinafrique.com/thumb_4647548_uploaded_image1_1710765798.jpg
500,"Saly, Sénégal",30000000,https://images.coinafrique.com/thumb_4647514_uploaded_image1_1710764810.jpg
600,"Saly, Sénégal",40000000,https://images.coinafrique.com/thumb_4647488_uploaded_image1_1710763947.jpg
150,"Diamniadio, Sénégal",3500000,https://images.coinafrique.com/thumb_4645440_uploaded_image1_1710627189.jpg
150,"Keur Massar, Sénégal",18000000,https://images.coinafrique.com/thumb_4643399_uploaded_image1_1710510293.jpg
150,"Mbao, Dakar, Sénégal",24000000,https://images.coinafrique.com/thumb_4643084_uploaded_image1_1710499146.jpg
225,"Thies, Sénégal",7000000,https://images.coinafrique.com/thumb_4642237_uploaded_image1_1710435665.jpg
150,"Toubab Dialao, Sénégal",3000000,https://images.coinafrique.com/thumb_4599443_uploaded_image1_1708266978.jpg
4500,"HLM, Dakar, Sénégal",400000,https://images.coinafrique.com/thumb_4592270_uploaded_image1_1707846174.jpg
300,"Toubab Dialao, Sénégal",6000000,https://images.coinafrique.com/thumb_4592725_uploaded_image1_1707864749.jpg
150,"Patte d'oie, Dakar, Sénégal",38000000,https://images.coinafrique.com/thumb_4640762_uploaded_image1_1710351973.jpg
150,"Patte d'oie, Dakar, Sénégal",3000000,https://images.coinafrique.com/thumb_4640498_uploaded_image1_1710341508.jpg
158,"Mbao, Dakar, Sénégal",23000000,https://images.coinafrique.com/thumb_4640261_uploaded_image1_1710333178.jpg
225,"Thies, Sénégal",3500000,https://images.coinafrique.com/thumb_4639920_uploaded_image1_1710322814.jpg
300,"Keur Massar, Sénégal",,https://images.coinafrique.com/thumb_4638089_uploaded_image1_1710241614.jpg
450,"Mbour, Sénégal",18000000,https://images.coinafrique.com/thumb_4638040_uploaded_image2_1710240448.jpeg
450,"Sicap foire, Dakar, Sénégal",80000000,https://images.coinafrique.com/thumb_4637627_uploaded_image1_1710215624.jpg
150,"Keur Massar, Sénégal",15000000,https://images.coinafrique.com/thumb_4637375_uploaded_image2_1710197933.jpeg
150,"Dakar, Sénégal",3000000,https://images.coinafrique.com/thumb_4636692_uploaded_image1_1710171060.jpg
150,"Thies, Sénégal",7500000,https://images.coinafrique.com/thumb_4636456_uploaded_image1_1710161045.jpg
350,"Saint Louis, Sénégal",179000000,https://images.coinafrique.com/thumb_4593878_uploaded_image1_1707928758.jpg
150,"Keur Massar, Sénégal",20000000,https://images.coinafrique.com/thumb_4593864_uploaded_image1_1707928413.jpg
210 ,"Diamalaye 1, Dakar, Sénégal",75000000,https://images.coinafrique.com/thumb_4614471_uploaded_image1_1709048957.38.jpeg
150 ,"Keur Massar, Sénégal",16000000,https://images.coinafrique.com/thumb_4624168_uploaded_image1_1709545379.2.jpeg
750,"Saly, Sénégal",1500000,https://images.coinafrique.com/thumb_4634639_uploaded_image1_1710028898.jpg
1400,"Saly, Sénégal",2500000,https://images.coinafrique.com/thumb_4634635_uploaded_image1_1710028700.jpg
703,"Yoff, Dakar, Sénégal",,https://images.coinafrique.com/thumb_4589349_uploaded_image1_1707688071.48.jpeg
150,"Dakar, Sénégal",75000000,https://images.coinafrique.com/thumb_4633965_uploaded_image1_1709989761.jpg
450,"Almadies, Dakar, Sénégal",200000000,https://images.coinafrique.com/thumb_4585470_uploaded_image1_1707435123.jpg
150,"Keur Massar, Sénégal",6000000,https://images.coinafrique.com/thumb_4633111_uploaded_image1_1709927397.jpg
160,"Mbao, Dakar, Sénégal",26000000,https://images.coinafrique.com/thumb_4587898_uploaded_image1_1707582093.14.jpeg
5000,"Mbao, Dakar, Sénégal",,https://images.coinafrique.com/thumb_4616341_uploaded_image1_1709134898.6.jpeg
5000,"Mamelles, Dakar, Sénégal",1500,https://images.coinafrique.com/thumb_4632485_uploaded_image1_1709902367.jpg
225,"Dakar, Sénégal",11000000,https://images.coinafrique.com/thumb_4632484_uploaded_image1_1709902267.jpg
500,"Saly, Sénégal",8000000,https://images.coinafrique.com/thumb_4632247_uploaded_image2_1709895649.jpeg
800,"Saly, Sénégal",40000000,https://images.coinafrique.com/thumb_4631558_uploaded_image1_1709850158.jpg
300,"Mbour, Sénégal",11000000,https://images.coinafrique.com/thumb_4631412_uploaded_image1_1709841880.jpg
250,"Malikounda, Sénégal",3500000,https://images.coinafrique.com/thumb_4630947_uploaded_image1_1709825953.jpg
1000,"Keur Massar, Sénégal",22000000,https://images.coinafrique.com/thumb_4630840_uploaded_image1_1709823201.jpg
150,"Toubab Dialao, Sénégal",2500000,https://images.coinafrique.com/thumb_4630317_uploaded_image1_1709809007.jpg
220,"Mariste, Dakar, Sénégal",225000,https://images.coinafrique.com/thumb_4629302_uploaded_image1_1709752265.jpg
500,"Ngor, Dakar, Sénégal",750000,https://images.coinafrique.com/thumb_4628855_uploaded_image1_1709738735.jpg
150,"Thies, Sénégal",5000000,https://images.coinafrique.com/thumb_4628471_uploaded_image1_1709727096.jpg
150,"Mbao, Dakar, Sénégal",30000000,https://images.coinafrique.com/thumb_4628432_uploaded_image1_1709725940.jpg
150 ,"Ouest Foire, Dakar, Sénégal",4000000,https://images.coinafrique.com/thumb_4627224_uploaded_image1_1709660512.jpg
150,"Keur Massar, Sénégal",15000000,https://images.coinafrique.com/thumb_4626981_uploaded_image1_1709652177.jpg
300 ,"Mbour, Sénégal",6000000,https://images.coinafrique.com/thumb_4626877_uploaded_image1_1709648558.jpg
171,"Thies, Sénégal",7000000,https://images.coinafrique.com/thumb_4626750_uploaded_image1_1709645399.jpg
150,"Mbao, Dakar, Sénégal",18000000,https://images.coinafrique.com/thumb_4626538_uploaded_image1_1709640685.jpg
350,"Dakar, Sénégal",,https://images.coinafrique.com/thumb_4625588_uploaded_image1_1709594407.jpg
150,"Rufisque, Sénégal",,https://images.coinafrique.com/thumb_4585381_uploaded_image1_1707429526.jpg
225,"Diamniadio, Sénégal",6000000,https://images.coinafrique.com/thumb_4625513_uploaded_image1_1709590817.jpg
150,"Rufisque, Sénégal",8700000,https://images.coinafrique.com/thumb_4625505_uploaded_image1_1709590407.jpg
150,"Diamniadio, Sénégal",13500000,https://images.coinafrique.com/thumb_4624650_uploaded_image1_1709559413.jpg
1500,"Almadies, Dakar, Sénégal",1200000,https://images.coinafrique.com/thumb_4577288_uploaded_image1_1707011177.jpg
220,"Hann Bel-Air, Dakar, Sénégal",225000,https://images.coinafrique.com/thumb_4623752_uploaded_image1_1709511122.jpg
356,"Dakar, Sénégal",45000000,https://images.coinafrique.com/thumb_4623578_uploaded_image1_1709501238.jpg
350,"Ndiass, Sénégal",3000000,https://images.coinafrique.com/thumb_4623167_uploaded_image1_1709480781.jpg
150,"HLM, Dakar, Sénégal",75000000,https://images.coinafrique.com/thumb_4622279_uploaded_image1_1709413683.jpg
600,"Saly, Sénégal",15000000,https://images.coinafrique.com/thumb_4622202_uploaded_image1_1709410646.jpg
150,"Dakar, Sénégal",15000000,https://images.coinafrique.com/thumb_4622164_uploaded_image1_1709408322.jpg
1005,"Keur Massar, Sénégal",90000000,https://images.coinafrique.com/thumb_4581629_uploaded_image2_1707244749.jpeg
450,"Keur Massar, Sénégal",40000000,https://images.coinafrique.com/thumb_4581618_uploaded_image1_1707244364.jpg
300,"Thies, Sénégal",5000000,https://images.coinafrique.com/thumb_4621936_uploaded_image1_1709396602.jpg
206,"Thies, Sénégal",5000000,https://images.coinafrique.com/thumb_4621932_uploaded_image1_1709396313.jpg
243,"Mbao, Dakar, Sénégal",17000000,https://images.coinafrique.com/thumb_4621896_uploaded_image1_1709394571.jpg
150,"Lac rose, Sénégal",5000000,https://images.coinafrique.com/thumb_4621463_uploaded_image1_1709377991.jpg
150,"Dakar, Sénégal",15500000,https://images.coinafrique.com/thumb_4621447_uploaded_image1_1709377319.jpg
8000,"Thies, Sénégal",40000,https://images.coinafrique.com/thumb_4620714_uploaded_image1_1709325771.jpg
150,"Keur Massar, Sénégal",16000000,https://images.coinafrique.com/thumb_4620224_uploaded_image1_1709309854.jpg
150,"Guediawaye, Dakar, Sénégal",35000000,https://images.coinafrique.com/thumb_4619276_uploaded_image1_1709283458.jpg
750,"Djida Thiaroye Kaw, Sénégal",1125000000,https://images.coinafrique.com/thumb_4618800_uploaded_image1_1709250217.jpg
4000 ,"Almadies, Dakar, Sénégal",1700000,https://images.coinafrique.com/thumb_4571428_uploaded_image1_1706723088.jpg
150,"Almadies 2, Dakar, Sénégal",25000000,https://images.coinafrique.com/thumb_4571181_uploaded_image1_1706713946.jpg
150,"Almadies 2, Dakar, Sénégal",30000000,https://images.coinafrique.com/thumb_4571186_uploaded_image1_1706714089.jpg
600,"Ngaparou, Sénégal",50000000,https://images.coinafrique.com/thumb_4571015_uploaded_image1_1706708550.jpg
150,"Almadies, Dakar, Sénégal",75000000,https://images.coinafrique.com/thumb_4571023_uploaded_image1_1706708853.jpg
600,"Ngaparou, Sénégal",12000000,https://images.coinafrique.com/thumb_4570999_uploaded_image1_1706708125.jpg
300,"Malikounda, Sénégal",8000000,https://images.coinafrique.com/thumb_4570969_uploaded_image1_1706706939.jpg
180,"Mbao, Dakar, Sénégal",35000000,https://images.coinafrique.com/thumb_4570959_uploaded_image1_1706706605.jpg
300,"Sicap Liberté, Dakar, Sénégal",180000000,https://images.coinafrique.com/thumb_4570841_uploaded_image1_1706703991.jpg
150,"Yoff, Dakar, Sénégal",90000000,https://images.coinafrique.com/thumb_4570740_uploaded_image1_1706701450.jpg
1000,"Point E, Dakar, Sénégal",700000,https://images.coinafrique.com/thumb_4570721_uploaded_image1_1706700863.jpg
300,"Ouest Foire, Dakar, Sénégal",110000000,https://images.coinafrique.com/thumb_4570715_uploaded_image1_1706700592.jpg
150,"Thies, Sénégal",2800000,https://images.coinafrique.com/thumb_4617982_uploaded_image1_1709214086.jpg
160,"Mariste, Dakar, Sénégal",120000000,https://images.coinafrique.com/thumb_4574893_uploaded_image1_1706875032.jpg
1185,"Fann, Dakar, Sénégal",2000000000,https://images.coinafrique.com/thumb_4617498_uploaded_image1_1709197337.jpg
150,"Guediawaye, Dakar, Sénégal",26000000,https://images.coinafrique.com/thumb_4617188_uploaded_image2_1709178332.jpeg
500,"Dakar, Sénégal",23000000,https://images.coinafrique.com/thumb_4616127_uploaded_image1_1709125636.jpg
300,"Dakar, Sénégal",20000000,https://images.coinafrique.com/thumb_4616118_uploaded_image1_1709125480.jpg
225 ,"Dakar, Sénégal",4500000,https://images.coinafrique.com/thumb_4614519_uploaded_image1_1709049969.jpg
300,"Rufisque, Sénégal",13000000,https://images.coinafrique.com/thumb_4614455_uploaded_image1_1709048579.jpg
300,"Rufisque, Sénégal",35000000,https://images.coinafrique.com/thumb_4613455_uploaded_image1_1708993505.jpg
150,"Dakar, Sénégal",13500000,https://images.coinafrique.com/thumb_4612856_uploaded_image1_1708962509.jpg
500,"Saly, Sénégal",25000000,https://images.coinafrique.com/thumb_4612363_uploaded_image1_1708948688.jpg
300,"Malikounda, Sénégal",3000000,https://images.coinafrique.com/thumb_4612255_uploaded_image2_1708945785.jpeg
164 ,"Rufisque, Sénégal",7500000,https://images.coinafrique.com/thumb_4612111_uploaded_image1_1708941094.0.jpeg
150,"Lac rose, Sénégal",1500000,https://images.coinafrique.com/thumb_4612101_uploaded_image1_1708940728.jpg
300,"Mbour, Sénégal",2500000,https://images.coinafrique.com/thumb_4611331_uploaded_image1_1708884568.jpg
400,"Mbour, Sénégal",15500000,https://images.coinafrique.com/thumb_4610101_uploaded_image1_1708786852.jpg
1000,"Fann, Dakar, Sénégal",700000,https://images.coinafrique.com/thumb_4563248_uploaded_image1_1706225911.jpg
300,"Mbour, Sénégal",4000000,https://images.coinafrique.com/thumb_4609049_uploaded_image1_1708719989.jpg
150,"Diamniadio, Sénégal",7000000,https://images.coinafrique.com/thumb_4608439_uploaded_image1_1708698256.jpg
150,"Rufisque, Sénégal",3000000,https://images.coinafrique.com/thumb_4608132_uploaded_image2_1708688649.jpeg
200,"Mamelles, Dakar, Sénégal",100000000,https://images.coinafrique.com/thumb_4606799_uploaded_image1_1708615306.jpg
400,"HLM, Dakar, Sénégal",350000000,https://images.coinafrique.com/thumb_4597798_uploaded_image1_1708154822.jpg
234,"Yoff, Dakar, Sénégal",98000000,https://images.coinafrique.com/thumb_4605492_uploaded_image1_1708550467.jpg
5995,"Saint Louis, Sénégal",1948375000,https://images.coinafrique.com/thumb_4605151_uploaded_image1_1708537317.jpg
5995,"Mermoz-Sacré Coeur, Dakar, Sénégal",30000,https://images.coinafrique.com/thumb_4604571_uploaded_image1_1708518440.jpg
150,"Dakar, Sénégal",20000000,https://images.coinafrique.com/thumb_4604451_uploaded_image1_1708515467.jpg
150,"Dakar, Sénégal",30000000,https://images.coinafrique.com/thumb_4604439_uploaded_image2_1708515303.jpeg
180,"Dakar, Sénégal",2500000,https://images.coinafrique.com/thumb_4604416_uploaded_image1_1708514581.jpg
150 ,"Thies, Sénégal",3500000,https://images.coinafrique.com/thumb_4603402_uploaded_image1_1708454956.jpg
150,"Lac rose, Sénégal",5000000,https://images.coinafrique.com/thumb_4603317_uploaded_image1_1708451304.jpg
190,"Dakar Plateau, Dakar, Sénégal",16000000,https://images.coinafrique.com/thumb_4602876_uploaded_image1_1708438263.jpg
210,"Diamalaye 2, Dakar, Sénégal",65000000,https://images.coinafrique.com/thumb_4602262_uploaded_image1_1708420575.jpg
150,"Guediawaye, Dakar, Sénégal",20000000,https://images.coinafrique.com/thumb_4569350_uploaded_image1_1706624177.jpg
270,"Guediawaye, Dakar, Sénégal",35000000,https://images.coinafrique.com/thumb_4562329_uploaded_image1_1706185743.jpg
250,"Rufisque, Sénégal",11000000,https://images.coinafrique.com/thumb_4599518_uploaded_image1_1708272137.jpg
150,"Keur Massar, Sénégal",6500000,https://images.coinafrique.com/thumb_4599056_uploaded_image1_1708237114.jpg
150,"Rufisque, Sénégal",15000000,https://images.coinafrique.com/thumb_4598974_uploaded_image1_1708220134.jpg
150,"Dakar, Sénégal",40000000,https://images.coinafrique.com/thumb_4598704_uploaded_image1_1708200467.jpg
150,"Almadies, Dakar, Sénégal",65000000,https://images.coinafrique.com/thumb_4598701_uploaded_image1_1708200320.jpg
2760,"Fann, Dakar, Sénégal",1500000,https://images.coinafrique.com/thumb_4597008_uploaded_image1_1708097028.jpg
150,"Rufisque, Sénégal",14000000,https://images.coinafrique.com/thumb_4596577_uploaded_image1_1708082334.jpg
580,"Mermoz-Sacré Coeur, Dakar, Sénégal",700000000,https://images.coinafrique.com/thumb_4595412_uploaded_image1_1708012821.jpg
150,"Mbao, Dakar, Sénégal",20000000,https://images.coinafrique.com/thumb_4595008_uploaded_image1_1707999409.jpg
250,"Mariste, Dakar, Sénégal",200000,https://images.coinafrique.com/thumb_4594367_uploaded_image1_1707957868.jpg
213,"Dakar, Sénégal",95000000,https://images.coinafrique.com/thumb_4594186_uploaded_image1_1707946169.jpg
500,"Sicap foire, Dakar, Sénégal",,https://images.coinafrique.com/thumb_4594172_uploaded_image1_1707944887.jpg
150,"Diamniadio, Sénégal",5000000,https://images.coinafrique.com/thumb_4593882_uploaded_image1_1707928916.jpg
150,"Thies, Sénégal",10000000,https://images.coinafrique.com/thumb_4593871_uploaded_image1_1707928587.jpg
300,"Mbour, Sénégal",8500000,https://images.coinafrique.com/thumb_4593588_uploaded_image1_1707919138.jpg
1044,"Almadies, Dakar, Sénégal",650000000,https://images.coinafrique.com/thumb_4550080_uploaded_image1_1705506186.jpg
187,"Mbao, Dakar, Sénégal",27500000,https://images.coinafrique.com/thumb_4593284_uploaded_image1_1707908846.jpg
600,"Touba, Sénégal",25000000,https://images.coinafrique.com/thumb_4592328_uploaded_image1_1707847559.jpg
600,"HLM, Dakar, Sénégal",300000000,https://images.coinafrique.com/thumb_4592286_uploaded_image1_1707846579.jpg
150,"Mbao, Dakar, Sénégal",28000000,https://images.coinafrique.com/thumb_4591973_uploaded_image1_1707835686.jpg
85200,"Mbour, Sénégal",1533600000,https://images.coinafrique.com/thumb_4549576_uploaded_image1_1705490253.jpg
25000 ,"Thies, Sénégal",7500000,https://images.coinafrique.com/thumb_4591344_uploaded_image1_1707815020.jpg
300,"Toubab Dialao, Sénégal",5000000,https://images.coinafrique.com/thumb_4590962_uploaded_image1_1707780969.jpg
150 ,"Yoff, Dakar, Sénégal",20000000,https://images.coinafrique.com/thumb_4590291_uploaded_image1_1707753054.jpg
400,"Touba, Sénégal",800000,https://images.coinafrique.com/thumb_4590183_uploaded_image1_1707747621.jpg
